gene_id	gene_name	description	biotype	9999	logCPM	LR	PValue	0
ENSG00000176946	THAP4	THAP domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23187]	protein_coding	9999	 5.129898	2.420e+00	 1.198e-01	0
ENSG00000176623	RMDN1	regulator of microtubule dynamics 1 [Source:HGNC Symbol;Acc:HGNC:24285]	protein_coding	9999	 5.215990	2.417e+00	 1.200e-01	0
ENSG00000140400	MAN2C1	mannosidase, alpha, class 2C, member 1 [Source:HGNC Symbol;Acc:HGNC:6827]	protein_coding	-9999	 6.989414	2.417e+00	 1.201e-01	0
ENSG00000134255	CEPT1	choline/ethanolamine phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:24289]	protein_coding	-9999	 4.605267	2.415e+00	 1.202e-01	0
ENSG00000198015	MRPL42	mitochondrial ribosomal protein L42 [Source:HGNC Symbol;Acc:HGNC:14493]	protein_coding	9999	 5.161729	2.413e+00	 1.203e-01	0
ENSG00000148384	INPP5E	inositol polyphosphate-5-phosphatase, 72 kDa [Source:HGNC Symbol;Acc:HGNC:21474]	protein_coding	9999	 4.385215	2.412e+00	 1.204e-01	0
ENSG00000243970	PPIEL	peptidylprolyl isomerase E-like pseudogene [Source:HGNC Symbol;Acc:HGNC:33195]	unprocessed_pseudogene	9999	 1.263977	2.412e+00	 1.204e-01	0
ENSG00000255517	CTD-3074O7.5		antisense	9999	 1.231261	2.406e+00	 1.209e-01	0
ENSG00000105696	TMEM59L	transmembrane protein 59-like [Source:HGNC Symbol;Acc:HGNC:13237]	protein_coding	9999	 2.506251	2.404e+00	 1.210e-01	0
ENSG00000111142	METAP2	methionyl aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:16672]	protein_coding	-9999	 6.141657	2.402e+00	 1.212e-01	0
ENSG00000201247	SNORD114-13	small nucleolar RNA, C/D box 114-13 [Source:HGNC Symbol;Acc:HGNC:33001]	snoRNA	-9999	-3.641106	2.400e+00	 1.213e-01	0
ENSG00000131023	LATS1	large tumor suppressor kinase 1 [Source:HGNC Symbol;Acc:HGNC:6514]	protein_coding	-9999	 4.933347	2.397e+00	 1.215e-01	0
ENSG00000157326	DHRS4	dehydrogenase/reductase (SDR family) member 4 [Source:HGNC Symbol;Acc:HGNC:16985]	protein_coding	-9999	 4.620991	2.395e+00	 1.217e-01	0
ENSG00000176532	PRR15	proline rich 15 [Source:HGNC Symbol;Acc:HGNC:22310]	protein_coding	-9999	 4.327779	2.395e+00	 1.217e-01	0
ENSG00000236698	EIF1AXP1	eukaryotic translation initiation factor 1A, X-linked pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19900]	processed_pseudogene	9999	-1.507683	2.393e+00	 1.219e-01	0
ENSG00000168778	TCTN2	tectonic family member 2 [Source:HGNC Symbol;Acc:HGNC:25774]	protein_coding	-9999	 3.575022	2.391e+00	 1.220e-01	0
ENSG00000075223	SEMA3C	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C [Source:HGNC Symbol;Acc:HGNC:10725]	protein_coding	-9999	 6.255881	2.391e+00	 1.220e-01	0
ENSG00000273314	RP5-1136G13.2		antisense	-9999	 1.242275	2.390e+00	 1.221e-01	0
ENSG00000143368	SF3B4	splicing factor 3b, subunit 4, 49kDa [Source:HGNC Symbol;Acc:HGNC:10771]	protein_coding	-9999	 5.294000	2.388e+00	 1.223e-01	0
ENSG00000115685	PPP1R7	protein phosphatase 1, regulatory subunit 7 [Source:HGNC Symbol;Acc:HGNC:9295]	protein_coding	-9999	 5.475917	2.386e+00	 1.224e-01	0
ENSG00000253030	MIR2116	microRNA 2116 [Source:HGNC Symbol;Acc:HGNC:37310]	miRNA	9999	-2.986164	2.385e+00	 1.225e-01	0
ENSG00000267796	LIN37	lin-37 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:33234]	protein_coding	9999	 1.984955	2.385e+00	 1.225e-01	0
ENSG00000198157	HMGN5	high mobility group nucleosome binding domain 5 [Source:HGNC Symbol;Acc:HGNC:8013]	protein_coding	-9999	 1.343182	2.385e+00	 1.225e-01	0
ENSG00000114790	ARHGEF26	Rho guanine nucleotide exchange factor (GEF) 26 [Source:HGNC Symbol;Acc:HGNC:24490]	protein_coding	9999	 3.939781	2.380e+00	 1.229e-01	0
ENSG00000013619	MAMLD1	mastermind-like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]	protein_coding	-9999	 1.386516	2.378e+00	 1.231e-01	0
ENSG00000174799	CEP135	centrosomal protein 135kDa [Source:HGNC Symbol;Acc:HGNC:29086]	protein_coding	9999	 3.075325	2.377e+00	 1.231e-01	0
ENSG00000003056	M6PR	mannose-6-phosphate receptor (cation dependent) [Source:HGNC Symbol;Acc:HGNC:6752]	protein_coding	9999	 5.963316	2.375e+00	 1.233e-01	0
ENSG00000235174	RPL39P3	ribosomal protein L39 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:21383]	processed_pseudogene	-9999	 0.827132	2.367e+00	 1.239e-01	0
ENSG00000173145	NOC3L	nucleolar complex associated 3 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:24034]	protein_coding	-9999	 3.757494	2.365e+00	 1.241e-01	0
ENSG00000085365	SCAMP1	secretory carrier membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:10563]	protein_coding	-9999	 4.927795	2.365e+00	 1.241e-01	0
ENSG00000174177	CTU2	cytosolic thiouridylase subunit 2 homolog (S. pombe) [Source:HGNC Symbol;Acc:HGNC:28005]	protein_coding	-9999	 3.700456	2.364e+00	 1.241e-01	0
ENSG00000113732	ATP6V0E1	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1 [Source:HGNC Symbol;Acc:HGNC:863]	protein_coding	-9999	 6.639921	2.364e+00	 1.242e-01	0
ENSG00000224892	RPS4XP16	ribosomal protein S4X pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36365]	transcribed_processed_pseudogene	9999	 0.031877	2.359e+00	 1.245e-01	0
ENSG00000144224	UBXN4	UBX domain protein 4 [Source:HGNC Symbol;Acc:HGNC:14860]	protein_coding	9999	 7.138488	2.358e+00	 1.246e-01	0
ENSG00000273723	RP11-93H24.3		lincRNA	-9999	 0.088452	2.356e+00	 1.248e-01	0
ENSG00000273306	RP11-527J8.1		antisense	9999	-0.970041	2.355e+00	 1.249e-01	0
ENSG00000200089	SNORD114-31	small nucleolar RNA, C/D box 114-31 [Source:HGNC Symbol;Acc:HGNC:33019]	snoRNA	-9999	-3.866732	2.355e+00	 1.249e-01	0
ENSG00000136146	MED4	mediator complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:17903]	protein_coding	-9999	 4.600051	2.355e+00	 1.249e-01	0
ENSG00000247572	CKMT2-AS1	CKMT2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48997]	antisense	9999	 2.557574	2.354e+00	 1.250e-01	0
ENSG00000187024	PTRH1	peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:27039]	protein_coding	-9999	 3.546096	2.351e+00	 1.252e-01	0
ENSG00000163584	RPL22L1	ribosomal protein L22-like 1 [Source:HGNC Symbol;Acc:HGNC:27610]	protein_coding	-9999	 5.191951	2.350e+00	 1.253e-01	0
ENSG00000273391	RP11-634H22.1		antisense	9999	-1.403948	2.348e+00	 1.254e-01	0
ENSG00000037474	NSUN2	NOP2/Sun RNA methyltransferase family, member 2 [Source:HGNC Symbol;Acc:HGNC:25994]	protein_coding	9999	 5.651967	2.337e+00	 1.263e-01	0
ENSG00000228201	AL022341.3		antisense	-9999	-0.652766	2.333e+00	 1.267e-01	0
ENSG00000162300	ZFPL1	zinc finger protein-like 1 [Source:HGNC Symbol;Acc:HGNC:12868]	protein_coding	-9999	 4.991169	2.329e+00	 1.270e-01	0
ENSG00000036054	TBC1D23	TBC1 domain family, member 23 [Source:HGNC Symbol;Acc:HGNC:25622]	protein_coding	9999	 5.484339	2.321e+00	 1.276e-01	0
ENSG00000257261	RP11-96H19.1		lincRNA	9999	 1.199560	2.318e+00	 1.279e-01	0
ENSG00000273058	RP11-385F5.5		antisense	-9999	-2.155320	2.315e+00	 1.281e-01	0
ENSG00000169564	PCBP1	poly(rC) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8647]	protein_coding	-9999	 7.470022	2.313e+00	 1.283e-01	0
ENSG00000154957	ZNF18	zinc finger protein 18 [Source:HGNC Symbol;Acc:HGNC:12969]	protein_coding	9999	 3.209304	2.312e+00	 1.284e-01	0
ENSG00000147687	TATDN1	TatD DNase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24220]	protein_coding	9999	 3.622268	2.312e+00	 1.284e-01	0
ENSG00000132423	COQ3	coenzyme Q3 methyltransferase [Source:HGNC Symbol;Acc:HGNC:18175]	protein_coding	-9999	 2.030188	2.310e+00	 1.286e-01	0
ENSG00000186416	NKRF	NFKB repressing factor [Source:HGNC Symbol;Acc:HGNC:19374]	protein_coding	9999	 3.089640	2.302e+00	 1.292e-01	0
ENSG00000236552	RPL13AP5	ribosomal protein L13a pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:23736]	processed_pseudogene	-9999	 4.408140	2.301e+00	 1.293e-01	0
ENSG00000165055	METTL2B	methyltransferase like 2B [Source:HGNC Symbol;Acc:HGNC:18272]	protein_coding	9999	 4.156278	2.301e+00	 1.293e-01	0
ENSG00000235859	DKFZP586I1420	uncharacterized protein DKFZp586I1420 [Source:EntrezGene;Acc:222161]	processed_pseudogene	-9999	 0.802181	2.300e+00	 1.294e-01	0
ENSG00000200403	RNU6-1099P	RNA, U6 small nuclear 1099, pseudogene [Source:HGNC Symbol;Acc:HGNC:48062]	snRNA	9999	-2.174324	2.297e+00	 1.296e-01	0
ENSG00000160293	VAV2	vav 2 guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12658]	protein_coding	-9999	 5.258822	2.292e+00	 1.300e-01	0
ENSG00000113716	HMGXB3	HMG box domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28982]	protein_coding	9999	 6.260478	2.282e+00	 1.308e-01	0
ENSG00000174106	LEMD3	LEM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28887]	protein_coding	9999	 4.783535	2.282e+00	 1.309e-01	0
ENSG00000169016	E2F6	E2F transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:3120]	protein_coding	9999	 3.282880	2.280e+00	 1.311e-01	0
ENSG00000145348	TBCK	TBC1 domain containing kinase [Source:HGNC Symbol;Acc:HGNC:28261]	protein_coding	-9999	 5.303215	2.273e+00	 1.317e-01	0
ENSG00000100528	CNIH1	cornichon family AMPA receptor auxiliary protein 1 [Source:HGNC Symbol;Acc:HGNC:19431]	protein_coding	-9999	 6.316622	2.270e+00	 1.319e-01	0
ENSG00000170892	TSEN34	TSEN34 tRNA splicing endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:15506]	protein_coding	9999	 6.210227	2.270e+00	 1.319e-01	0
ENSG00000272579	RP11-101E13.5		antisense	9999	-0.643899	2.268e+00	 1.321e-01	0
ENSG00000213442	RPL18AP3	ribosomal protein L18a pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:31387]	processed_pseudogene	-9999	 1.979842	2.267e+00	 1.322e-01	0
ENSG00000275027	AC084357.1		miRNA	9999	-2.903822	2.265e+00	 1.323e-01	0
ENSG00000265321	MIR4263	microRNA 4263 [Source:HGNC Symbol;Acc:HGNC:38365]	miRNA	9999	-2.067501	2.263e+00	 1.325e-01	0
ENSG00000127418	FGFRL1	fibroblast growth factor receptor-like 1 [Source:HGNC Symbol;Acc:HGNC:3693]	protein_coding	-9999	 4.319242	2.263e+00	 1.325e-01	0
ENSG00000143401	ANP32E	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E [Source:HGNC Symbol;Acc:HGNC:16673]	protein_coding	-9999	 5.169544	2.248e+00	 1.338e-01	0
ENSG00000144504	ANKMY1	ankyrin repeat and MYND domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20987]	protein_coding	9999	 3.289647	2.247e+00	 1.339e-01	0
ENSG00000206914	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]	misc_RNA	9999	-2.941738	2.244e+00	 1.341e-01	0
ENSG00000101391	CDK5RAP1	CDK5 regulatory subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15880]	protein_coding	9999	 4.031076	2.240e+00	 1.344e-01	0
ENSG00000267475	CTD-2538C1.2		lincRNA	9999	-0.520058	2.240e+00	 1.344e-01	0
ENSG00000113119	TMCO6	transmembrane and coiled-coil domains 6 [Source:HGNC Symbol;Acc:HGNC:28814]	protein_coding	-9999	 3.077605	2.234e+00	 1.350e-01	0
ENSG00000164114	MAP9	microtubule-associated protein 9 [Source:HGNC Symbol;Acc:HGNC:26118]	protein_coding	9999	 4.827045	2.231e+00	 1.352e-01	0
ENSG00000178105	DDX10	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10 [Source:HGNC Symbol;Acc:HGNC:2735]	protein_coding	-9999	 3.811064	2.231e+00	 1.352e-01	0
ENSG00000211553	AC253576.2		miRNA	9999	-0.805657	2.230e+00	 1.354e-01	0
ENSG00000132017	DCAF15	DDB1 and CUL4 associated factor 15 [Source:HGNC Symbol;Acc:HGNC:25095]	protein_coding	-9999	 3.797808	2.222e+00	 1.360e-01	0
ENSG00000172943	PHF8	PHD finger protein 8 [Source:HGNC Symbol;Acc:HGNC:20672]	protein_coding	-9999	 4.686805	2.221e+00	 1.361e-01	0
ENSG00000084764	MAPRE3	microtubule-associated protein, RP/EB family, member 3 [Source:HGNC Symbol;Acc:HGNC:6892]	protein_coding	9999	 5.353754	2.219e+00	 1.363e-01	0
ENSG00000137338	PGBD1	piggyBac transposable element derived 1 [Source:HGNC Symbol;Acc:HGNC:19398]	protein_coding	9999	 3.010156	2.217e+00	 1.365e-01	0
ENSG00000127863	TNFRSF19	tumor necrosis factor receptor superfamily, member 19 [Source:HGNC Symbol;Acc:HGNC:11915]	protein_coding	-9999	 3.745403	2.214e+00	 1.367e-01	0
ENSG00000241975	TCEB1P19	transcription elongation factor B (SIII), polypeptide 1 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:38155]	processed_pseudogene	9999	-0.270632	2.213e+00	 1.369e-01	0
ENSG00000171311	EXOSC1	exosome component 1 [Source:HGNC Symbol;Acc:HGNC:17286]	protein_coding	-9999	 4.172062	2.212e+00	 1.369e-01	0
ENSG00000248794	CTD-2248H3.1		processed_pseudogene	-9999	-2.056476	2.212e+00	 1.370e-01	0
ENSG00000124217	MOCS3	molybdenum cofactor synthesis 3 [Source:HGNC Symbol;Acc:HGNC:15765]	protein_coding	-9999	 3.376580	2.209e+00	 1.372e-01	0
ENSG00000264572	MIR4296	microRNA 4296 [Source:HGNC Symbol;Acc:HGNC:38178]	miRNA	-9999	-2.950608	2.204e+00	 1.377e-01	0
ENSG00000143995	MEIS1	Meis homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7000]	protein_coding	-9999	 7.201366	2.202e+00	 1.378e-01	0
ENSG00000010270	STARD3NL	STARD3 N-terminal like [Source:HGNC Symbol;Acc:HGNC:19169]	protein_coding	9999	 4.518225	2.202e+00	 1.379e-01	0
ENSG00000102743	SLC25A15	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15 [Source:HGNC Symbol;Acc:HGNC:10985]	protein_coding	9999	 2.948878	2.201e+00	 1.380e-01	0
ENSG00000185495	SEPT7P9	septin 7 pseudogene 9 [Source:EntrezGene;Acc:285961]	transcribed_unprocessed_pseudogene	-9999	 2.832724	2.193e+00	 1.386e-01	0
ENSG00000166825	ANPEP	alanyl (membrane) aminopeptidase [Source:HGNC Symbol;Acc:HGNC:500]	protein_coding	9999	 9.314727	2.192e+00	 1.387e-01	0
ENSG00000137656	BUD13	BUD13 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:28199]	protein_coding	-9999	 3.315067	2.191e+00	 1.389e-01	0
ENSG00000115649	CNPPD1	cyclin Pas1/PHO80 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25220]	protein_coding	-9999	 5.011303	2.190e+00	 1.389e-01	0
ENSG00000154229	PRKCA	protein kinase C, alpha [Source:HGNC Symbol;Acc:HGNC:9393]	protein_coding	-9999	 6.891096	2.187e+00	 1.392e-01	0
ENSG00000134882	UBAC2	UBA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20486]	protein_coding	-9999	 5.603033	2.187e+00	 1.392e-01	0
ENSG00000197016	ZNF470	zinc finger protein 470 [Source:HGNC Symbol;Acc:HGNC:22220]	protein_coding	-9999	 2.955625	2.186e+00	 1.393e-01	0
ENSG00000126267	COX6B1	cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous) [Source:HGNC Symbol;Acc:HGNC:2280]	protein_coding	9999	 6.453264	2.182e+00	 1.396e-01	0
ENSG00000240225	ZNF542P	zinc finger protein 542, pseudogene [Source:HGNC Symbol;Acc:HGNC:25393]	transcribed_unprocessed_pseudogene	9999	 3.879049	2.180e+00	 1.398e-01	0
ENSG00000009954	BAZ1B	bromodomain adjacent to zinc finger domain, 1B [Source:HGNC Symbol;Acc:HGNC:961]	protein_coding	9999	 7.041157	2.180e+00	 1.399e-01	0
ENSG00000148834	GSTO1	glutathione S-transferase omega 1 [Source:HGNC Symbol;Acc:HGNC:13312]	protein_coding	9999	 6.677532	2.179e+00	 1.399e-01	0
ENSG00000112511	PHF1	PHD finger protein 1 [Source:HGNC Symbol;Acc:HGNC:8919]	protein_coding	-9999	 5.164264	2.178e+00	 1.400e-01	0
ENSG00000103061	SLC7A6OS	solute carrier family 7, member 6 opposite strand [Source:HGNC Symbol;Acc:HGNC:25807]	protein_coding	9999	 4.200270	2.176e+00	 1.401e-01	0
ENSG00000146416	AIG1	androgen-induced 1 [Source:HGNC Symbol;Acc:HGNC:21607]	protein_coding	-9999	 3.637179	2.176e+00	 1.401e-01	0
ENSG00000196724	ZNF418	zinc finger protein 418 [Source:HGNC Symbol;Acc:HGNC:20647]	protein_coding	-9999	 2.545048	2.175e+00	 1.402e-01	0
ENSG00000134001	EIF2S1	eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa [Source:HGNC Symbol;Acc:HGNC:3265]	protein_coding	9999	 5.787084	2.174e+00	 1.404e-01	0
ENSG00000196154	S100A4	S100 calcium binding protein A4 [Source:HGNC Symbol;Acc:HGNC:10494]	protein_coding	-9999	 2.296173	2.173e+00	 1.405e-01	0
ENSG00000213700	RPL17P50	ribosomal protein L17 pseudogene 50 [Source:HGNC Symbol;Acc:HGNC:45098]	processed_pseudogene	9999	-1.233312	2.172e+00	 1.405e-01	0
ENSG00000224152	AC009506.1		antisense	9999	 1.325596	2.169e+00	 1.408e-01	0
ENSG00000148229	POLE3	polymerase (DNA directed), epsilon 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:13546]	protein_coding	9999	 4.758814	2.168e+00	 1.409e-01	0
ENSG00000065268	WDR18	WD repeat domain 18 [Source:HGNC Symbol;Acc:HGNC:17956]	protein_coding	-9999	 5.170316	2.163e+00	 1.414e-01	0
ENSG00000243176	RP11-550I24.2		processed_transcript	9999	-1.263698	2.163e+00	 1.414e-01	0
ENSG00000263675	MIR5581	microRNA 5581 [Source:HGNC Symbol;Acc:HGNC:43527]	miRNA	-9999	-1.268218	2.161e+00	 1.416e-01	0
ENSG00000139722	VPS37B	vacuolar protein sorting 37 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25754]	protein_coding	9999	 4.779843	2.160e+00	 1.417e-01	0
ENSG00000186132	C2orf76	chromosome 2 open reading frame 76 [Source:HGNC Symbol;Acc:HGNC:27017]	protein_coding	-9999	 1.897483	2.157e+00	 1.419e-01	0
ENSG00000169180	XPO6	exportin 6 [Source:HGNC Symbol;Acc:HGNC:19733]	protein_coding	9999	 6.669957	2.157e+00	 1.419e-01	0
ENSG00000168538	TRAPPC11	trafficking protein particle complex 11 [Source:HGNC Symbol;Acc:HGNC:25751]	protein_coding	9999	 5.198113	2.156e+00	 1.420e-01	0
ENSG00000199172	MIR331	microRNA 331 [Source:HGNC Symbol;Acc:HGNC:31772]	miRNA	9999	-2.481217	2.155e+00	 1.421e-01	0
ENSG00000243749	ZMYM6NB	ZMYM6 neighbor [Source:HGNC Symbol;Acc:HGNC:40021]	protein_coding	-9999	 1.853642	2.154e+00	 1.422e-01	0
ENSG00000166133	RPUSD2	RNA pseudouridylate synthase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24180]	protein_coding	-9999	 2.956994	2.152e+00	 1.423e-01	0
ENSG00000137449	CPEB2	cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21745]	protein_coding	-9999	 4.468296	2.149e+00	 1.426e-01	0
ENSG00000078237	C12orf5	chromosome 12 open reading frame 5 [Source:HGNC Symbol;Acc:HGNC:1185]	protein_coding	9999	 3.841284	2.149e+00	 1.427e-01	0
ENSG00000204104	TRAF3IP1	TNF receptor-associated factor 3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17861]	protein_coding	-9999	 4.321418	2.148e+00	 1.427e-01	0
ENSG00000177981	ASB8	ankyrin repeat and SOCS box containing 8 [Source:HGNC Symbol;Acc:HGNC:17183]	protein_coding	-9999	 4.438017	2.148e+00	 1.427e-01	0
ENSG00000244625	MIATNB	MIAT neighbor (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:50731]	lincRNA	9999	 1.458334	2.146e+00	 1.429e-01	0
ENSG00000204103	MAFB	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog B [Source:HGNC Symbol;Acc:HGNC:6408]	protein_coding	-9999	 4.193872	2.143e+00	 1.433e-01	0
ENSG00000082515	MRPL22	mitochondrial ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:14480]	protein_coding	-9999	 3.896184	2.140e+00	 1.435e-01	0
ENSG00000152944	MED21	mediator complex subunit 21 [Source:HGNC Symbol;Acc:HGNC:11473]	protein_coding	9999	 4.182232	2.136e+00	 1.439e-01	0
ENSG00000153037	SRP19	signal recognition particle 19kDa [Source:HGNC Symbol;Acc:HGNC:11300]	protein_coding	9999	 3.041847	2.136e+00	 1.439e-01	0
ENSG00000267959	MIR3188	microRNA 3188 [Source:HGNC Symbol;Acc:HGNC:38226]	miRNA	-9999	-3.644866	2.134e+00	 1.440e-01	0
ENSG00000235245	RP11-122K13.12		antisense	9999	 1.025512	2.125e+00	 1.449e-01	0
ENSG00000083828	ZNF586	zinc finger protein 586 [Source:HGNC Symbol;Acc:HGNC:25949]	protein_coding	-9999	 2.347455	2.123e+00	 1.451e-01	0
ENSG00000224631	RP11-51O6.1		transcribed_processed_pseudogene	-9999	 0.694928	2.123e+00	 1.451e-01	0
ENSG00000146872	TLK2	tousled-like kinase 2 [Source:HGNC Symbol;Acc:HGNC:11842]	protein_coding	9999	 4.770083	2.122e+00	 1.452e-01	0
ENSG00000198160	MIER1	mesoderm induction early response 1, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:29657]	protein_coding	9999	 5.628185	2.115e+00	 1.458e-01	0
ENSG00000179295	PTPN11	protein tyrosine phosphatase, non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]	protein_coding	-9999	 7.386790	2.115e+00	 1.459e-01	0
ENSG00000050130	JKAMP	JNK1/MAPK8-associated membrane protein [Source:HGNC Symbol;Acc:HGNC:20184]	protein_coding	9999	 5.361592	2.115e+00	 1.459e-01	0
ENSG00000162627	SNX7	sorting nexin 7 [Source:HGNC Symbol;Acc:HGNC:14971]	protein_coding	9999	 4.619127	2.108e+00	 1.466e-01	0
ENSG00000173276	ZBTB21	zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13083]	protein_coding	9999	 4.176111	2.107e+00	 1.466e-01	0
ENSG00000189050	RNFT1	ring finger protein, transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:30206]	protein_coding	-9999	 3.377168	2.103e+00	 1.470e-01	0
ENSG00000269973	RP11-95D17.1		lincRNA	9999	 1.643865	2.098e+00	 1.475e-01	0
ENSG00000185641	CTD-2287O16.1		processed_pseudogene	-9999	-0.835736	2.095e+00	 1.478e-01	0
ENSG00000109118	PHF12	PHD finger protein 12 [Source:HGNC Symbol;Acc:HGNC:20816]	protein_coding	9999	 5.350020	2.093e+00	 1.479e-01	0
ENSG00000197345	MRPL21	mitochondrial ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:14479]	protein_coding	9999	 3.548579	2.093e+00	 1.480e-01	0
ENSG00000212536	RNA5SP474	RNA, 5S ribosomal pseudogene 474 [Source:HGNC Symbol;Acc:HGNC:43374]	rRNA	-9999	-3.334767	2.089e+00	 1.483e-01	0
ENSG00000081154	PCNP	PEST proteolytic signal containing nuclear protein [Source:HGNC Symbol;Acc:HGNC:30023]	protein_coding	-9999	 6.411870	2.086e+00	 1.486e-01	0
ENSG00000107779	BMPR1A	bone morphogenetic protein receptor, type IA [Source:HGNC Symbol;Acc:HGNC:1076]	protein_coding	9999	 5.286162	2.084e+00	 1.488e-01	0
ENSG00000008952	SEC62	SEC62 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:11846]	protein_coding	9999	 7.000654	2.081e+00	 1.491e-01	0
ENSG00000153936	HS2ST1	heparan sulfate 2-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5193]	protein_coding	9999	 6.047306	2.079e+00	 1.494e-01	0
ENSG00000104321	TRPA1	transient receptor potential cation channel, subfamily A, member 1 [Source:HGNC Symbol;Acc:HGNC:497]	protein_coding	9999	-0.150092	2.076e+00	 1.496e-01	0
ENSG00000112855	HARS2	histidyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:4817]	protein_coding	9999	 5.123765	2.076e+00	 1.497e-01	0
ENSG00000227470	AC073415.2		processed_pseudogene	9999	-2.575553	2.070e+00	 1.502e-01	0
ENSG00000154309	DISP1	dispatched homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:19711]	protein_coding	-9999	 3.160964	2.069e+00	 1.503e-01	0
ENSG00000200279	SNORD114-10	small nucleolar RNA, C/D box 114-10 [Source:HGNC Symbol;Acc:HGNC:32998]	snoRNA	9999	-2.981262	2.065e+00	 1.507e-01	0
ENSG00000118200	CAMSAP2	calmodulin regulated spectrin-associated protein family, member 2 [Source:HGNC Symbol;Acc:HGNC:29188]	protein_coding	9999	 5.984317	2.064e+00	 1.508e-01	0
ENSG00000267197	CTC-429L19.3		sense_intronic	-9999	-0.837620	2.058e+00	 1.515e-01	0
ENSG00000106688	SLC1A1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1 [Source:HGNC Symbol;Acc:HGNC:10939]	protein_coding	-9999	 2.680633	2.057e+00	 1.515e-01	0
ENSG00000117640	MTFR1L	mitochondrial fission regulator 1-like [Source:HGNC Symbol;Acc:HGNC:28836]	protein_coding	-9999	 5.650278	2.057e+00	 1.515e-01	0
ENSG00000251131	CTD-2035E11.3		antisense	9999	-1.079813	2.052e+00	 1.520e-01	0
ENSG00000100483	VCPKMT	valosin containing protein lysine (K) methyltransferase [Source:HGNC Symbol;Acc:HGNC:20352]	protein_coding	9999	 2.604323	2.051e+00	 1.521e-01	0
ENSG00000232112	TMA7	translation machinery associated 7 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:26932]	protein_coding	9999	 6.184019	2.050e+00	 1.522e-01	0
ENSG00000105732	ZNF574	zinc finger protein 574 [Source:HGNC Symbol;Acc:HGNC:26166]	protein_coding	-9999	 3.867151	2.050e+00	 1.522e-01	0
